"","bird","date","task","trial","numLeft","numRight","areaLeft","areaRight","correct","choice","accuracy","RT","session","areaIncorrect","numIncorrect","areaCorrect","numCorrect","T_areaInc","T_numInc","T_areaCorr","T_numCorr","Euclidean","CityBlock"
"25814","54Y",2022-09-29,"n-a",54,6,12,4,17,"L","L",1,1.647,28,17,12,4,6,8,5,1,1,8.06225774829855,11
"25815","54Y",2022-09-29,"n-a",55,6,12,4,9,"L","L",1,0.822,28,9,12,4,6,5,5,1,1,5.65685424949238,8
"25816","54Y",2022-09-29,"n-a",56,6,7,4,21,"L","L",1,1.098,28,21,7,4,6,9,2,1,1,8.06225774829855,9
"25817","54Y",2022-09-29,"n-a",57,8,6,4,4,"R","L",0,1.595,28,4,8,4,6,1,3,1,1,2,2
"25818","54Y",2022-09-29,"n-a",58,14,6,9,4,"R","R",1,0.741,28,9,14,4,6,5,6,1,1,6.40312423743285,9
"25819","54Y",2022-09-29,"n-a",59,6,22,4,21,"L","L",1,3.044,28,21,22,4,6,9,9,1,1,11.3137084989848,16
"25820","54Y",2022-09-29,"n-a",60,6,16,4,5,"L","L",1,0.12,28,5,16,4,6,2,7,1,1,6.08276253029822,7
"25821","54Y",2022-09-29,"n-a",61,6,22,4,4,"L","L",1,0.036,28,4,22,4,6,1,9,1,1,8,8
"25822","54Y",2022-09-29,"n-a",62,6,16,4,9,"L","L",1,1.064,28,9,16,4,6,5,7,1,1,7.21110255092798,10
"25823","54Y",2022-09-29,"n-a",63,6,8,4,11,"L","L",1,0.841,28,11,8,4,6,6,3,1,1,5.3851648071345,7
"25824","54Y",2022-09-29,"n-a",64,6,6,21,4,"R","R",1,1.126,28,21,6,4,6,9,1,1,1,8,8
"25825","54Y",2022-09-29,"n-a",65,6,10,4,17,"L","L",1,0.802,28,17,10,4,6,8,4,1,1,7.61577310586391,10
"25826","54Y",2022-09-29,"n-a",66,12,6,9,4,"R","L",0,2.417,28,9,12,4,6,5,5,1,1,5.65685424949238,8
"25827","54Y",2022-09-29,"n-a",67,6,10,4,7,"L","L",1,0.846,28,7,10,4,6,4,4,1,1,4.24264068711928,6
"25828","54Y",2022-09-29,"n-a",68,6,12,4,4,"L","L",1,1.193,28,4,12,4,6,1,5,1,1,4,4
"25829","54Y",2022-09-29,"n-a",69,6,14,4,21,"L","L",1,0.633,28,21,14,4,6,9,6,1,1,9.4339811320566,13
"25830","54Y",2022-09-29,"n-a",70,12,6,7,4,"R","R",1,0.105,28,7,12,4,6,4,5,1,1,5,7
"25831","54Y",2022-09-29,"n-a",71,10,6,17,4,"R","R",1,1.134,28,17,10,4,6,8,4,1,1,7.61577310586391,10
"25832","54Y",2022-09-29,"n-a",72,6,6,4,5,"L","L",1,1.672,28,5,6,4,6,2,1,1,1,1,1
"25833","54Y",2022-09-29,"n-a",73,6,19,4,9,"L","L",1,1.15,28,9,19,4,6,5,8,1,1,8.06225774829855,11
"25834","54Y",2022-09-29,"n-a",74,6,12,4,14,"L","L",1,2.075,28,14,12,4,6,7,5,1,1,7.21110255092798,10
"25835","54Y",2022-09-29,"n-a",75,22,6,7,4,"R","R",1,0.861,28,7,22,4,6,4,9,1,1,8.54400374531753,11
"25836","54Y",2022-09-29,"n-a",76,6,10,4,21,"L","L",1,0.746,28,21,10,4,6,9,4,1,1,8.54400374531753,11
"25837","54Y",2022-09-29,"n-a",77,6,12,4,7,"L","L",1,0.918,28,7,12,4,6,4,5,1,1,5,7
"25838","54Y",2022-09-29,"n-a",78,6,8,4,6,"L","L",1,0.978,28,6,8,4,6,3,3,1,1,2.82842712474619,4
"25839","54Y",2022-09-29,"n-a",79,6,19,4,4,"L","L",1,1.264,28,4,19,4,6,1,8,1,1,7,7
"25840","54Y",2022-09-29,"n-a",80,6,8,4,9,"L","L",1,1.174,28,9,8,4,6,5,3,1,1,4.47213595499958,6
"25841","54Y",2022-09-29,"n-a",81,6,6,9,4,"R","L",0,1.822,28,9,6,4,6,5,1,1,1,4,4
"25842","54Y",2022-09-29,"n-a",82,6,8,4,21,"L","L",1,1.109,28,21,8,4,6,9,3,1,1,8.24621125123532,10
"25843","54Y",2022-09-29,"n-a",83,19,6,6,4,"R","R",1,1.357,28,6,19,4,6,3,8,1,1,7.28010988928052,9
"25844","54Y",2022-09-29,"n-a",84,7,6,5,4,"R","L",0,0.942,28,5,7,4,6,2,2,1,1,1.4142135623731,2
"25845","54Y",2022-09-29,"n-a",85,19,6,14,4,"R","R",1,1.065,28,14,19,4,6,7,8,1,1,9.21954445729289,13
"25846","54Y",2022-09-29,"n-a",86,6,10,4,4,"L","R",0,1.538,28,4,10,4,6,1,4,1,1,3,3
"25847","54Y",2022-09-29,"n-a",87,6,16,4,17,"L","L",1,0.842,28,17,16,4,6,8,7,1,1,9.21954445729289,13
"25848","54Y",2022-09-29,"n-a",88,7,6,17,4,"R","R",1,2.805,28,17,7,4,6,8,2,1,1,7.07106781186548,8
"25849","54Y",2022-09-29,"n-a",89,6,6,4,7,"L","L",1,1.242,28,7,6,4,6,4,1,1,1,3,3
"25850","54Y",2022-09-29,"n-a",90,6,14,4,7,"L","L",1,1.03,28,7,14,4,6,4,6,1,1,5.8309518948453,8
"25851","54Y",2022-09-29,"n-a",91,6,22,4,11,"L","L",1,0.834,28,11,22,4,6,6,9,1,1,9.4339811320566,13
"25852","54Y",2022-09-29,"n-a",92,6,22,4,9,"L","L",1,0.825,28,9,22,4,6,5,9,1,1,8.94427190999916,12
"25853","54Y",2022-09-29,"n-a",93,22,6,21,4,"R","R",1,2.033,28,21,22,4,6,9,9,1,1,11.3137084989848,16
"25854","54Y",2022-09-29,"n-a",94,6,8,4,4,"L","R",0,0.078,28,4,8,4,6,1,3,1,1,2,2
"25855","54Y",2022-09-29,"n-a",95,6,10,4,9,"L","L",1,1.89,28,9,10,4,6,5,4,1,1,5,7
"25856","54Y",2022-09-29,"n-a",96,7,6,21,4,"R","R",1,1.063,28,21,7,4,6,9,2,1,1,8.06225774829855,9
"25857","54Y",2022-09-29,"n-a",97,6,7,4,17,"L","L",1,2.132,28,17,7,4,6,8,2,1,1,7.07106781186548,8
"25858","54Y",2022-09-29,"n-a",98,6,14,4,9,"L","R",0,0.079,28,9,14,4,6,5,6,1,1,6.40312423743285,9
"25859","54Y",2022-09-29,"n-a",99,12,6,5,4,"R","R",1,0.961,28,5,12,4,6,2,5,1,1,4.12310562561766,5
"25860","54Y",2022-09-29,"n-a",100,6,6,5,4,"R","L",0,1.621,28,5,6,4,6,2,1,1,1,1,1
"25861","54Y",2022-09-29,"n-a",101,6,16,4,7,"L","L",1,1.877,28,7,16,4,6,4,7,1,1,6.70820393249937,9
"25862","54Y",2022-09-29,"n-a",102,7,6,11,4,"R","R",1,3.875,28,11,7,4,6,6,2,1,1,5.09901951359278,6
"25863","54Y",2022-09-29,"n-a",103,6,14,4,4,"L","L",1,0.823,28,4,14,4,6,1,6,1,1,5,5
"25864","54Y",2022-09-29,"n-a",104,8,6,5,4,"R","L",0,1.525,28,5,8,4,6,2,3,1,1,2.23606797749979,3
"25865","54Y",2022-09-29,"n-a",105,6,12,4,21,"L","L",1,0.725,28,21,12,4,6,9,5,1,1,8.94427190999916,12
"25866","54Y",2022-09-29,"n-a",106,6,6,11,4,"R","R",1,1.6,28,11,6,4,6,6,1,1,1,5,5
"25867","54Y",2022-09-29,"n-a",107,12,6,14,4,"R","R",1,1.135,28,14,12,4,6,7,5,1,1,7.21110255092798,10
"25868","54Y",2022-09-29,"n-a",108,19,6,5,4,"R","R",1,0.837,28,5,19,4,6,2,8,1,1,7.07106781186548,8
"25869","54Y",2022-09-29,"n-a",109,6,14,4,6,"L","R",0,1.154,28,6,14,4,6,3,6,1,1,5.3851648071345,7
"25870","54Y",2022-09-29,"n-a",110,6,6,4,21,"L","L",1,0.874,28,21,6,4,6,9,1,1,1,8,8
"25871","54Y",2022-09-29,"n-a",111,6,10,4,14,"L","L",1,1.843,28,14,10,4,6,7,4,1,1,6.70820393249937,9
"25872","54Y",2022-09-29,"n-a",112,6,6,4,14,"L","L",1,0.838,28,14,6,4,6,7,1,1,1,6,6
"25873","54Y",2022-09-29,"n-a",113,16,6,14,4,"R","R",1,0.754,28,14,16,4,6,7,7,1,1,8.48528137423857,12
"25874","54Y",2022-09-29,"n-a",114,19,6,9,4,"R","L",0,0.05,28,9,19,4,6,5,8,1,1,8.06225774829855,11
"25875","54Y",2022-09-29,"n-a",115,16,6,21,4,"R","R",1,1.557,28,21,16,4,6,9,7,1,1,10,14
"25876","54Y",2022-09-29,"n-a",116,14,6,11,4,"R","L",0,0.57,28,11,14,4,6,6,6,1,1,7.07106781186548,10
"25877","54Y",2022-09-29,"n-a",117,6,16,4,4,"L","L",1,1.915,28,4,16,4,6,1,7,1,1,6,6
"25878","54Y",2022-09-29,"n-a",118,6,7,4,6,"L","L",1,0.654,28,6,7,4,6,3,2,1,1,2.23606797749979,3
"25879","54Y",2022-09-29,"n-a",119,16,6,9,4,"R","L",0,1.994,28,9,16,4,6,5,7,1,1,7.21110255092798,10
"25880","54Y",2022-09-29,"n-a",120,10,6,7,4,"R","L",0,2.233,28,7,10,4,6,4,4,1,1,4.24264068711928,6
"25881","54Y",2022-09-29,"n-a",121,8,6,6,4,"R","L",0,1.096,28,6,8,4,6,3,3,1,1,2.82842712474619,4
"25882","54Y",2022-09-29,"n-a",122,6,10,4,5,"L","L",1,1.445,28,5,10,4,6,2,4,1,1,3.16227766016838,4
"25883","54Y",2022-09-29,"n-a",123,12,6,6,4,"R","L",0,0.978,28,6,12,4,6,3,5,1,1,4.47213595499958,6
"25884","54Y",2022-09-29,"n-a",124,14,6,7,4,"R","R",1,1.463,28,7,14,4,6,4,6,1,1,5.8309518948453,8
"25885","54Y",2022-09-29,"n-a",125,12,6,21,4,"R","R",1,1.253,28,21,12,4,6,9,5,1,1,8.94427190999916,12
"25886","54Y",2022-09-29,"n-a",126,22,6,6,4,"R","R",1,2.016,28,6,22,4,6,3,9,1,1,8.24621125123532,10
"25887","54Y",2022-09-29,"n-a",127,12,6,4,4,"R","R",1,3.169,28,4,12,4,6,1,5,1,1,4,4
"25888","54Y",2022-09-29,"n-a",128,14,6,21,4,"R","R",1,1.409,28,21,14,4,6,9,6,1,1,9.4339811320566,13
"25889","54Y",2022-09-29,"n-a",129,6,14,4,14,"L","L",1,1.27,28,14,14,4,6,7,6,1,1,7.81024967590665,11
"25890","54Y",2022-09-29,"n-a",130,7,6,7,4,"R","R",1,1.145,28,7,7,4,6,4,2,1,1,3.16227766016838,4
"25891","54Y",2022-09-29,"n-a",131,16,6,17,4,"R","R",1,0.767,28,17,16,4,6,8,7,1,1,9.21954445729289,13
"25892","54Y",2022-09-29,"n-a",132,6,19,4,6,"L","L",1,1.11,28,6,19,4,6,3,8,1,1,7.28010988928052,9
"25893","54Y",2022-09-29,"n-a",133,6,19,4,17,"L","L",1,1.307,28,17,19,4,6,8,8,1,1,9.89949493661167,14
"25894","54Y",2022-09-29,"n-a",134,10,6,6,4,"R","L",0,0.762,28,6,10,4,6,3,4,1,1,3.60555127546399,5
"25895","54Y",2022-09-29,"n-a",135,6,19,4,5,"L","L",1,0.965,28,5,19,4,6,2,8,1,1,7.07106781186548,8
"25896","54Y",2022-09-29,"n-a",136,10,6,9,4,"R","R",1,1.361,28,9,10,4,6,5,4,1,1,5,7
"25897","54Y",2022-09-29,"n-a",137,8,6,11,4,"R","L",0,1.269,28,11,8,4,6,6,3,1,1,5.3851648071345,7
"25898","54Y",2022-09-29,"n-a",138,6,6,17,4,"R","R",1,0.792,28,17,6,4,6,8,1,1,1,7,7
"25899","54Y",2022-09-29,"n-a",139,6,19,4,21,"L","L",1,0.853,28,21,19,4,6,9,8,1,1,10.6301458127346,15
"25900","54Y",2022-09-29,"n-a",140,19,6,4,4,"R","R",1,2.741,28,4,19,4,6,1,8,1,1,7,7
"25901","54Y",2022-09-29,"n-a",141,16,6,6,4,"R","R",1,1.798,28,6,16,4,6,3,7,1,1,6.32455532033676,8
"25902","54Y",2022-09-29,"n-a",142,6,6,4,6,"L","R",0,2.214,28,6,6,4,6,3,1,1,1,2,2
"25903","54Y",2022-09-29,"n-a",143,8,6,17,4,"R","R",1,1.422,28,17,8,4,6,8,3,1,1,7.28010988928052,9
"25904","54Y",2022-09-29,"n-a",144,10,6,5,4,"R","L",0,1.099,28,5,10,4,6,2,4,1,1,3.16227766016838,4
"25905","54Y",2022-09-29,"n-a",145,16,6,4,4,"R","R",1,1.116,28,4,16,4,6,1,7,1,1,6,6
"25906","54Y",2022-09-29,"n-a",146,6,22,4,6,"L","L",1,0.876,28,6,22,4,6,3,9,1,1,8.24621125123532,10
"25907","54Y",2022-09-29,"n-a",147,6,7,4,5,"L","L",1,1.1,28,5,7,4,6,2,2,1,1,1.4142135623731,2
"25908","54Y",2022-09-29,"n-a",148,6,14,4,11,"L","L",1,1.262,28,11,14,4,6,6,6,1,1,7.07106781186548,10
"25909","54Y",2022-09-29,"n-a",149,22,6,17,4,"R","R",1,1.431,28,17,22,4,6,8,9,1,1,10.6301458127346,15
"25910","54Y",2022-09-29,"n-a",150,6,10,4,6,"L","L",1,1.592,28,6,10,4,6,3,4,1,1,3.60555127546399,5
"25911","54Y",2022-09-29,"n-a",151,6,6,7,4,"R","L",0,2.154,28,7,6,4,6,4,1,1,1,3,3
"25912","54Y",2022-09-29,"n-a",152,6,22,4,14,"L","L",1,0.741,28,14,22,4,6,7,9,1,1,10,14
"25913","54Y",2022-09-29,"n-a",153,10,6,21,4,"R","R",1,2.361,28,21,10,4,6,9,4,1,1,8.54400374531753,11
"25914","54Y",2022-09-29,"n-a",154,6,19,4,14,"L","L",1,1.293,28,14,19,4,6,7,8,1,1,9.21954445729289,13
"25915","54Y",2022-09-29,"n-a",155,6,7,4,4,"L","L",1,0.95,28,4,7,4,6,1,2,1,1,1,1
"25916","54Y",2022-09-29,"n-a",156,22,6,11,4,"R","R",1,1.377,28,11,22,4,6,6,9,1,1,9.4339811320566,13
"25917","54Y",2022-09-29,"n-a",157,22,6,14,4,"R","R",1,1.121,28,14,22,4,6,7,9,1,1,10,14
"25918","54Y",2022-09-29,"n-a",158,6,7,4,11,"L","L",1,2.1,28,11,7,4,6,6,2,1,1,5.09901951359278,6
"25919","54Y",2022-09-29,"n-a",159,7,6,4,4,"R","R",1,0.022,28,4,7,4,6,1,2,1,1,1,1
"25920","54Y",2022-09-29,"n-a",160,6,16,4,14,"L","L",1,1.114,28,14,16,4,6,7,7,1,1,8.48528137423857,12
"25921","54Y",2022-09-30,"n-a",1,6,7,4,5,"L","L",1,0.039,29,5,7,4,6,2,2,1,1,1.4142135623731,2
"25922","54Y",2022-09-30,"n-a",2,7,6,11,4,"R","L",0,0.449,29,11,7,4,6,6,2,1,1,5.09901951359278,6
"25923","54Y",2022-09-30,"n-a",3,16,6,7,4,"R","L",0,1.494,29,7,16,4,6,4,7,1,1,6.70820393249937,9
"25924","54Y",2022-09-30,"n-a",4,7,6,6,4,"R","L",0,1.438,29,6,7,4,6,3,2,1,1,2.23606797749979,3
"25925","54Y",2022-09-30,"n-a",5,6,10,4,14,"L","L",1,0.462,29,14,10,4,6,7,4,1,1,6.70820393249937,9
"25926","54Y",2022-09-30,"n-a",6,6,7,4,9,"L","L",1,0.645,29,9,7,4,6,5,2,1,1,4.12310562561766,5
"25927","54Y",2022-09-30,"n-a",7,6,22,4,21,"L","L",1,0.657,29,21,22,4,6,9,9,1,1,11.3137084989848,16
"25928","54Y",2022-09-30,"n-a",8,12,6,11,4,"R","R",1,0.707,29,11,12,4,6,6,5,1,1,6.40312423743285,9
"25929","54Y",2022-09-30,"n-a",9,6,14,4,6,"L","L",1,0.599,29,6,14,4,6,3,6,1,1,5.3851648071345,7
"25930","54Y",2022-09-30,"n-a",10,8,6,14,4,"R","R",1,1.061,29,14,8,4,6,7,3,1,1,6.32455532033676,8
"25931","54Y",2022-09-30,"n-a",11,6,7,4,21,"L","L",1,1.073,29,21,7,4,6,9,2,1,1,8.06225774829855,9
"25932","54Y",2022-09-30,"n-a",12,6,22,4,7,"L","L",1,0.629,29,7,22,4,6,4,9,1,1,8.54400374531753,11
"25933","54Y",2022-09-30,"n-a",13,6,12,4,7,"L","L",1,1.033,29,7,12,4,6,4,5,1,1,5,7
"25934","54Y",2022-09-30,"n-a",14,7,6,17,4,"R","R",1,0.905,29,17,7,4,6,8,2,1,1,7.07106781186548,8
"25935","54Y",2022-09-30,"n-a",15,10,6,7,4,"R","L",0,0.609,29,7,10,4,6,4,4,1,1,4.24264068711928,6
"25936","54Y",2022-09-30,"n-a",16,6,6,5,4,"R","L",0,1.517,29,5,6,4,6,2,1,1,1,1,1
"25937","54Y",2022-09-30,"n-a",17,6,14,4,21,"L","L",1,0.953,29,21,14,4,6,9,6,1,1,9.4339811320566,13
"25938","54Y",2022-09-30,"n-a",18,12,6,17,4,"R","R",1,1.013,29,17,12,4,6,8,5,1,1,8.06225774829855,11
"25939","54Y",2022-09-30,"n-a",19,7,6,5,4,"R","R",1,0.925,29,5,7,4,6,2,2,1,1,1.4142135623731,2
"25940","54Y",2022-09-30,"n-a",20,6,6,17,4,"R","R",1,0.781,29,17,6,4,6,8,1,1,1,7,7
"25941","54Y",2022-09-30,"n-a",21,6,22,4,5,"L","L",1,0.7,29,5,22,4,6,2,9,1,1,8.06225774829855,9
"25942","54Y",2022-09-30,"n-a",22,19,6,14,4,"R","L",0,0.052,29,14,19,4,6,7,8,1,1,9.21954445729289,13
"25943","54Y",2022-09-30,"n-a",23,6,14,4,9,"L","R",0,1.525,29,9,14,4,6,5,6,1,1,6.40312423743285,9
"25944","54Y",2022-09-30,"n-a",24,14,6,7,4,"R","R",1,0.056,29,7,14,4,6,4,6,1,1,5.8309518948453,8
"25945","54Y",2022-09-30,"n-a",25,6,16,4,11,"L","L",1,1.507,29,11,16,4,6,6,7,1,1,7.81024967590665,11
"25946","54Y",2022-09-30,"n-a",26,16,6,11,4,"R","L",0,0.759,29,11,16,4,6,6,7,1,1,7.81024967590665,11
"25947","54Y",2022-09-30,"n-a",27,6,19,4,7,"L","L",1,1.085,29,7,19,4,6,4,8,1,1,7.61577310586391,10
"25948","54Y",2022-09-30,"n-a",28,6,6,6,4,"R","L",0,0.577,29,6,6,4,6,3,1,1,1,2,2
"25949","54Y",2022-09-30,"n-a",29,19,6,4,4,"R","R",1,1.992,29,4,19,4,6,1,8,1,1,7,7
"25950","54Y",2022-09-30,"n-a",30,12,6,9,4,"R","R",1,1.564,29,9,12,4,6,5,5,1,1,5.65685424949238,8
"25951","54Y",2022-09-30,"n-a",31,6,19,4,4,"L","L",1,1.161,29,4,19,4,6,1,8,1,1,7,7
"25952","54Y",2022-09-30,"n-a",32,19,6,5,4,"R","R",1,1.253,29,5,19,4,6,2,8,1,1,7.07106781186548,8
"25953","54Y",2022-09-30,"n-a",33,6,19,4,21,"L","L",1,1.112,29,21,19,4,6,9,8,1,1,10.6301458127346,15
"25954","54Y",2022-09-30,"n-a",34,14,6,21,4,"R","R",1,1.5,29,21,14,4,6,9,6,1,1,9.4339811320566,13
"25955","54Y",2022-09-30,"n-a",35,6,7,4,6,"L","L",1,1.013,29,6,7,4,6,3,2,1,1,2.23606797749979,3
"25956","54Y",2022-09-30,"n-a",36,6,7,4,17,"L","L",1,0.774,29,17,7,4,6,8,2,1,1,7.07106781186548,8
"25957","54Y",2022-09-30,"n-a",37,6,6,21,4,"R","R",1,1.285,29,21,6,4,6,9,1,1,1,8,8
"25958","54Y",2022-09-30,"n-a",38,6,19,4,14,"L","L",1,0.95,29,14,19,4,6,7,8,1,1,9.21954445729289,13
"25959","54Y",2022-09-30,"n-a",39,12,6,4,4,"R","L",0,1.528,29,4,12,4,6,1,5,1,1,4,4
"25960","54Y",2022-09-30,"n-a",40,10,6,4,4,"R","L",0,0.528,29,4,10,4,6,1,4,1,1,3,3
"25961","54Y",2022-09-30,"n-a",41,6,7,4,14,"L","L",1,2.677,29,14,7,4,6,7,2,1,1,6.08276253029822,7
"25962","54Y",2022-09-30,"n-a",42,8,6,11,4,"R","R",1,1.576,29,11,8,4,6,6,3,1,1,5.3851648071345,7
"25963","54Y",2022-09-30,"n-a",43,6,12,4,6,"L","L",1,0.945,29,6,12,4,6,3,5,1,1,4.47213595499958,6
"25964","54Y",2022-09-30,"n-a",44,6,16,4,6,"L","L",1,0.973,29,6,16,4,6,3,7,1,1,6.32455532033676,8
"25965","54Y",2022-09-30,"n-a",45,8,6,6,4,"R","L",0,0.746,29,6,8,4,6,3,3,1,1,2.82842712474619,4
"25966","54Y",2022-09-30,"n-a",46,6,7,4,4,"L","R",0,1.108,29,4,7,4,6,1,2,1,1,1,1
"25967","54Y",2022-09-30,"n-a",47,6,22,4,4,"L","L",1,1.364,29,4,22,4,6,1,9,1,1,8,8
"25968","54Y",2022-09-30,"n-a",48,6,6,4,14,"L","L",1,0.9,29,14,6,4,6,7,1,1,1,6,6
"25969","54Y",2022-09-30,"n-a",49,6,6,4,17,"L","L",1,1.29,29,17,6,4,6,8,1,1,1,7,7
"25970","54Y",2022-09-30,"n-a",50,6,16,4,7,"L","L",1,0.856,29,7,16,4,6,4,7,1,1,6.70820393249937,9
"25971","54Y",2022-09-30,"n-a",51,22,6,6,4,"R","L",0,1.393,29,6,22,4,6,3,9,1,1,8.24621125123532,10
"25972","54Y",2022-09-30,"n-a",52,6,10,4,17,"L","L",1,1.101,29,17,10,4,6,8,4,1,1,7.61577310586391,10
"25973","54Y",2022-09-30,"n-a",53,6,10,4,5,"L","L",1,1.141,29,5,10,4,6,2,4,1,1,3.16227766016838,4
"25974","54Y",2022-09-30,"n-a",54,6,22,4,17,"L","L",1,0.921,29,17,22,4,6,8,9,1,1,10.6301458127346,15
"25975","54Y",2022-09-30,"n-a",55,6,16,4,21,"L","L",1,0.834,29,21,16,4,6,9,7,1,1,10,14
"25976","54Y",2022-09-30,"n-a",56,22,6,4,4,"R","R",1,0.886,29,4,22,4,6,1,9,1,1,8,8
"25977","54Y",2022-09-30,"n-a",57,12,6,5,4,"R","R",1,1.109,29,5,12,4,6,2,5,1,1,4.12310562561766,5
"25978","54Y",2022-09-30,"n-a",58,6,6,11,4,"R","R",1,0.929,29,11,6,4,6,6,1,1,1,5,5
"25979","54Y",2022-09-30,"n-a",59,6,8,4,6,"L","L",1,0.873,29,6,8,4,6,3,3,1,1,2.82842712474619,4
"25980","54Y",2022-09-30,"n-a",60,14,6,11,4,"R","R",1,0.681,29,11,14,4,6,6,6,1,1,7.07106781186548,10
"25981","54Y",2022-09-30,"n-a",61,10,6,11,4,"R","L",0,1.133,29,11,10,4,6,6,4,1,1,5.8309518948453,8
"25982","54Y",2022-09-30,"n-a",62,6,12,4,5,"L","L",1,0.929,29,5,12,4,6,2,5,1,1,4.12310562561766,5
"25983","54Y",2022-09-30,"n-a",63,6,6,4,11,"L","L",1,1.722,29,11,6,4,6,6,1,1,1,5,5
"25984","54Y",2022-09-30,"n-a",64,6,6,4,9,"L","L",1,1.18,29,9,6,4,6,5,1,1,1,4,4
"25985","54Y",2022-09-30,"n-a",65,6,22,4,14,"L","L",1,1.014,29,14,22,4,6,7,9,1,1,10,14
"25986","54Y",2022-09-30,"n-a",66,8,6,21,4,"R","R",1,0.878,29,21,8,4,6,9,3,1,1,8.24621125123532,10
"25987","54Y",2022-09-30,"n-a",67,19,6,7,4,"R","R",1,1.071,29,7,19,4,6,4,8,1,1,7.61577310586391,10
"25988","54Y",2022-09-30,"n-a",68,8,6,17,4,"R","R",1,0.773,29,17,8,4,6,8,3,1,1,7.28010988928052,9
"25989","54Y",2022-09-30,"n-a",69,6,14,4,11,"L","L",1,1.285,29,11,14,4,6,6,6,1,1,7.07106781186548,10
"25990","54Y",2022-09-30,"n-a",70,10,6,6,4,"R","L",0,1.168,29,6,10,4,6,3,4,1,1,3.60555127546399,5
"25991","54Y",2022-09-30,"n-a",71,6,6,4,6,"L","L",1,0.82,29,6,6,4,6,3,1,1,1,2,2
"25992","54Y",2022-09-30,"n-a",72,6,22,4,11,"L","R",0,0.933,29,11,22,4,6,6,9,1,1,9.4339811320566,13
"25993","54Y",2022-09-30,"n-a",73,14,6,4,4,"R","R",1,0.938,29,4,14,4,6,1,6,1,1,5,5
"25994","54Y",2022-09-30,"n-a",74,6,14,4,17,"L","L",1,0.846,29,17,14,4,6,8,6,1,1,8.60232526704263,12
"25995","54Y",2022-09-30,"n-a",75,22,6,7,4,"R","R",1,1.265,29,7,22,4,6,4,9,1,1,8.54400374531753,11
"25996","54Y",2022-09-30,"n-a",76,16,6,5,4,"R","R",1,1.316,29,5,16,4,6,2,7,1,1,6.08276253029822,7
"25997","54Y",2022-09-30,"n-a",77,6,7,4,7,"L","L",1,0.861,29,7,7,4,6,4,2,1,1,3.16227766016838,4
"25998","54Y",2022-09-30,"n-a",78,22,6,21,4,"R","R",1,1.061,29,21,22,4,6,9,9,1,1,11.3137084989848,16
"25999","54Y",2022-09-30,"n-a",79,7,6,21,4,"R","R",1,0.873,29,21,7,4,6,9,2,1,1,8.06225774829855,9
"26000","54Y",2022-09-30,"n-a",80,8,6,4,4,"R","L",0,0.834,29,4,8,4,6,1,3,1,1,2,2
"26001","54Y",2022-09-30,"n-a",81,6,10,4,21,"L","L",1,1.158,29,21,10,4,6,9,4,1,1,8.54400374531753,11
"26002","54Y",2022-09-30,"n-a",82,16,6,6,4,"R","R",1,1.041,29,6,16,4,6,3,7,1,1,6.32455532033676,8
"26003","54Y",2022-09-30,"n-a",83,8,6,9,4,"R","R",1,0.84,29,9,8,4,6,5,3,1,1,4.47213595499958,6
"26004","54Y",2022-09-30,"n-a",84,6,16,4,5,"L","L",1,0.908,29,5,16,4,6,2,7,1,1,6.08276253029822,7
"26005","54Y",2022-09-30,"n-a",85,8,6,5,4,"R","L",0,1.31,29,5,8,4,6,2,3,1,1,2.23606797749979,3
"26006","54Y",2022-09-30,"n-a",86,22,6,5,4,"R","R",1,0.999,29,5,22,4,6,2,9,1,1,8.06225774829855,9
"26007","54Y",2022-09-30,"n-a",87,6,14,4,4,"L","L",1,0.989,29,4,14,4,6,1,6,1,1,5,5
"26008","54Y",2022-09-30,"n-a",88,22,6,11,4,"R","R",1,1.217,29,11,22,4,6,6,9,1,1,9.4339811320566,13
"26009","54Y",2022-09-30,"n-a",89,10,6,17,4,"R","R",1,1.325,29,17,10,4,6,8,4,1,1,7.61577310586391,10
"26010","54Y",2022-09-30,"n-a",90,10,6,14,4,"R","L",0,1.121,29,14,10,4,6,7,4,1,1,6.70820393249937,9
"26011","54Y",2022-09-30,"n-a",91,22,6,9,4,"R","R",1,1.065,29,9,22,4,6,5,9,1,1,8.94427190999916,12
"26012","54Y",2022-09-30,"n-a",92,6,7,4,11,"L","L",1,0.739,29,11,7,4,6,6,2,1,1,5.09901951359278,6
"26013","54Y",2022-09-30,"n-a",93,6,6,14,4,"R","R",1,1.073,29,14,6,4,6,7,1,1,1,6,6
"26014","54Y",2022-09-30,"n-a",94,6,8,4,17,"L","L",1,0.939,29,17,8,4,6,8,3,1,1,7.28010988928052,9
"26015","54Y",2022-09-30,"n-a",95,19,6,17,4,"R","R",1,1.026,29,17,19,4,6,8,8,1,1,9.89949493661167,14
"26016","54Y",2022-09-30,"n-a",96,7,6,4,4,"R","L",0,1.157,29,4,7,4,6,1,2,1,1,1,1
"26017","54Y",2022-09-30,"n-a",97,6,10,4,11,"L","L",1,0.806,29,11,10,4,6,6,4,1,1,5.8309518948453,8
"26018","54Y",2022-09-30,"n-a",98,6,12,4,9,"L","L",1,1.027,29,9,12,4,6,5,5,1,1,5.65685424949238,8
"26019","54Y",2022-09-30,"n-a",99,6,19,4,11,"L","L",1,0.839,29,11,19,4,6,6,8,1,1,8.60232526704263,12
